id,checksum,finished_at,migration_name,logs,rolled_back_at,started_at,applied_steps_count
b0891535-0174-41cc-ad2a-3e138dd21afe,2ed235f9f3d3385d1ebf744f1525d726fd5ef4be54ed0ee9df7a7250410122f5,2024-02-12 13:31:06.937 -0800,20220717210722_idea_flags,,,2024-02-12 13:31:06.923 -0800,1
54da8b48-f5dc-4c77-9b17-78f9451fc4d5,2e55781c8e4756a74114b5b0414ebd0eb00b3ef4f9c7b38df89ed56fda28c3d7,2024-02-12 13:31:06.709 -0800,20220516195743_added_in_progress_usertype,,,2024-02-12 13:31:06.702 -0800,1
ee4ed624-dc5e-486b-96ec-10edcdbbfe1e,ee1973ff0e061a4758129c37a9df910710a5bed8e750ede8e1a9f1de2105d5ea,2024-02-12 13:31:06.734 -0800,20220517024422_user_stripe,,,2024-02-12 13:31:06.711 -0800,1
9f1b43a9-7fdc-4796-8e37-bfb3dd26581f,cb7d7f34d4dc8174aa37f17f7d1bd29caecafb0730ca6fb5d4fb49983ad2b10c,2024-02-12 13:31:07.056 -0800,20221013003321_added_notification_dismiss,,,2024-02-12 13:31:07.048 -0800,1
a5d5d5e5-9424-40bf-8693-d70f5fa196f0,e61bcf7426e5ba19dcea39ddd909d4fe4f3593f471159a3bf150c7b9265cf751,2024-02-12 13:31:06.762 -0800,20220517164230_added_user_reach_model,,,2024-02-12 13:31:06.737 -0800,1
47432c8d-949a-41bc-a5c9-6629e6756844,50936d659c97ea8ae724f6a64b438da3e1c86046d46418e7a92953bc1b49be82,2024-02-12 13:31:06.951 -0800,20220717211230_idea_flag_v2,,,2024-02-12 13:31:06.943 -0800,1
55b1556a-42d9-4f44-a5bf-ca36a48ed957,d994d4ede3f4ddc27312b6940696df3cbd21ed20f1e055d1b3bd2d2f61871ee7,2024-02-12 13:31:06.787 -0800,20220522041236_,,,2024-02-12 13:31:06.765 -0800,1
ee42f92a-5169-45db-be66-afb9c8f408bf,dd3e3e84116d41888a998b047002efd2b1a50604f746e652d87b724584ebb040,2024-02-12 13:31:06.820 -0800,20220524022732_stripe_status_update,,,2024-02-12 13:31:06.789 -0800,1
2e6a9ce4-bdb0-4c4a-b25e-cb3661df6428,ecfe997d788c877674c9e4f7ae1bdb26758769ba00d8833e936b12c5cde88789,2024-02-12 13:31:06.894 -0800,20220612204948_dev_team_db_merge,,,2024-02-12 13:31:06.825 -0800,1
cc23078d-4721-4a6f-8e34-35ed0ea28fd6,7a905ab4f2c917bcfe245067b02a0dabd3a9478c822dd85b54819ae65103330d,2024-02-12 13:31:06.975 -0800,20220717211453_idea_flag_v3,,,2024-02-12 13:31:06.953 -0800,1
47690085-99c9-4e8a-9aea-d393bcf1ce2a,af530476c43e9e94b3c573ddefd41c612f65e0c381703349deb2c60c59845e3a,2024-02-12 13:31:06.985 -0800,20220717220922_idea_flag_v4,,,2024-02-12 13:31:06.978 -0800,1
e797e78a-7fd3-406b-b678-7780c9f597b8,a5e1f3fe47324fb3896288ff54d3141946501dda1e2210b9ab023f31ba9dec7d,2024-02-12 13:31:07.065 -0800,20221029184334_modified_ban_table,,,2024-02-12 13:31:07.058 -0800,1
6d4be40f-13f2-4286-994c-562369cb1dfb,730aa6c554e8c8a6b0a2d912590b6d151222d394eadd0d5277e9ac4d8704792a,2024-02-12 13:31:07.007 -0800,20220721215553_comment_flags,,,2024-02-12 13:31:06.991 -0800,1
98e9d56c-9d4d-4d1d-bd2f-e7a1635b249e,961eb14bb11e67e311d8808ac06f4e9bacdacf2ac732ce32ac8a1e320a362277,2024-02-12 13:31:07.036 -0800,20220724222500_threshold,,,2024-02-12 13:31:07.009 -0800,1
a7767c47-b7e3-4a29-90b4-d83e9e4fffe4,2e0e65ef5f7c2c97190a2338ede909f24852e8add371dd42affdd7b143b843cf,2024-02-12 13:31:07.198 -0800,20221107212632_idea_table_prosal_new_attributes,,,2024-02-12 13:31:07.190 -0800,1
01cadfa4-cb5d-41bb-a0ec-7e2a06c22b81,694bceba97112421b692943fe27ffc978b3bd1976083357a54bc1b53156aba76,2024-02-12 13:31:07.116 -0800,20221031233600_,,,2024-02-12 13:31:07.109 -0800,1
cce431f1-6460-4a72-b72c-cbce01dd1cc2,78130180db7e0daee845a7cd66da6404021b4f3a6994bacf82a010bf9c2457c5,2024-02-12 13:31:07.076 -0800,20221029185742_modified_ban_table_user_id,,,2024-02-12 13:31:07.067 -0800,1
1f40876f-b10c-40a8-984b-b207742bcdd2,28622103b527f550cd3f4f86fa307ebbe7185f2d90359dc40f918e72684ab6d0,2024-02-12 13:31:07.085 -0800,20221029185923_modified_ban_table_user_id_optional,,,2024-02-12 13:31:07.078 -0800,1
18f780cb-7e4e-4efb-b719-3ff40f761f7c,42e282149c03d561467cdf87382b013b0f3c278f8b167be768094c324314fd32,2024-02-12 13:31:07.168 -0800,20221103185518_breakdown_proposal_description,,,2024-02-12 13:31:07.159 -0800,1
3cb34e39-77ae-4897-a32f-dbe0b2064f95,79eee1c27964a5eccc24ce6dc9da27997eece88b494a53a88a270fb9f77d699d,2024-02-12 13:31:07.127 -0800,20221101052313_comment_table_quarantined_at_attribute,,,2024-02-12 13:31:07.118 -0800,1
736cb90a-18a1-445b-9702-bc9faff38939,e02faaf25ce3544a05a1f636f52d04e444b38e6edf47b792d859352a6bd3cfe3,2024-02-12 13:31:07.188 -0800,20221105163751_merge_filter_quarantine_post_feature,,,2024-02-12 13:31:07.180 -0800,1
8197ad5e-4144-4c93-99ea-14c64bbaea0f,39e3889c95ae77c250cbbf80c9eabdc948135f15a4fdb106b27edb948255a7be,2024-02-12 13:31:07.155 -0800,20221103170334_new_banned_table,,,2024-02-12 13:31:07.130 -0800,1
087179d6-0e67-4317-8fdc-90ebb6a48e9b,ef45bfe2c60b720ff933af5a5ead41554b915da9ac2ba9a61e02957dc9b4d6e2,2024-02-12 13:31:07.178 -0800,20221103195138_modify_idea_table_proposal_breakdown,,,2024-02-12 13:31:07.171 -0800,1
e1d9b549-6ffb-4a3e-a9df-0160cf5691f7,378ca2e5e4708a517942bb58bffef2eed8cac2e79038fc62276b2b0dfdb89b5f,2024-02-12 13:31:07.208 -0800,20221110050341_idea_table_requirements_attribute,,,2024-02-12 13:31:07.200 -0800,1
e0e4ee0e-f7be-459c-99fd-849501f34746,7ec578b891bb0ed9a06b6f6bb9418cc5d82b6d72b93bf07306a7f1a25b054e6f,2024-02-12 13:31:07.217 -0800,20221110054341_requirement_idea_table,,,2024-02-12 13:31:07.211 -0800,1
346de066-9fc6-43db-af5e-1db52cb043a6,fca46b15d22c32a993e1a50ae0a660c30d170fe748401800a13c2e8270980fe4,2024-02-12 13:31:07.227 -0800,20221114004941_migration_merge_break_down_feature_branch,,,2024-02-12 13:31:07.219 -0800,1
43ac6dd7-e6ef-4197-9bbb-f2c9993027b8,2f5d4f0ed610c50a3ffd560a43daacdf4417377de92dcafcab9490d280f554cc,2024-02-12 13:31:07.244 -0800,20221114013314_idea_table_break_down_proposal_description,,,2024-02-12 13:31:07.233 -0800,1
8d3d42e3-c863-4a60-af20-fc20cc12440c,dda50830c01d211e9d476c3f38cca7a799eee9b39c1184464cdd3ad28d774726,2024-02-12 13:31:07.735 -0800,20230308020349_,,,2024-02-12 13:31:07.715 -0800,1
733e35d6-c0d7-47bd-89f7-384e06547eda,3ac7b1713ef28062bb430beac051b4d11b7b45ea1395522a8d3a9aa868ae136a,2024-02-12 13:31:07.256 -0800,20221117055623_comment_table,,,2024-02-12 13:31:07.247 -0800,1
0ab5e0e8-68d7-4090-b96b-888a07a54bdd,39d3a288a05766d6b7d27da6556ef4fd5ab3dca230d1aecb85bc99424640a654,2024-02-12 13:31:07.567 -0800,20230202224328_,,,2024-02-12 13:31:07.526 -0800,1
f4b8c494-2591-42d0-86dc-91c08ccee6e1,b59fbc56b1a99d11cc5c23605f36f55ede8e64014ddb26178731dd817245beaf,2024-02-12 13:31:07.317 -0800,20221117142631_post_comment_bans,,,2024-02-12 13:31:07.259 -0800,1
5f707fa6-1ff8-476c-b06e-2e61a9758b63,bb3ead8f4150276e7de87d5f931794f8cf04626ec113996865d846519fee1697,2024-02-12 13:31:07.327 -0800,20221117154333_add_author_id,,,2024-02-12 13:31:07.320 -0800,1
6872c316-1cf6-46ea-9521-9d0a0d4c6d93,c9662c9b214fd9b51c868ef137cc6f95309a70909cf79c0363f0a8d6c70c37bf,2024-02-12 13:31:07.338 -0800,20221119044302_,,,2024-02-12 13:31:07.329 -0800,1
8e10c122-8729-4174-9c89-0f7c29d9d24f,166cc39b656362d144e6f7c58913583839952a1169d01c6ab395921a47beda2b,2024-02-12 13:31:07.578 -0800,20230207011543_,,,2024-02-12 13:31:07.569 -0800,1
5efca9ad-7c43-491d-9db0-8a6ba70f0aff,f62a899fa16c260f1f1127013a3500fe00eff5bf40a711632cfeb686611631ff,2024-02-12 13:31:07.348 -0800,20221119193502_ban_reason_for_comments_posts,,,2024-02-12 13:31:07.340 -0800,1
9aace358-ac78-45c7-bcae-d132cd610221,38d3455eab58eda7b430e2fa0afc62e155f400a4c85eaef212b8e49fb63f6b09,2024-02-12 13:31:07.374 -0800,20230125015101_,,,2024-02-12 13:31:07.351 -0800,1
a3cabced-18b2-4be5-9928-f3dedd337f1f,1c02020929043a3fed91f6ff6791569d03e79e91bd71df98b448e82f0ef89dea,2024-02-12 13:31:07.385 -0800,20230125035523_,,,2024-02-12 13:31:07.377 -0800,1
323423a3-bbcb-4141-a9d8-62c6bac79edd,97d61b75f386b636ccc43e783a6bab07f273b76717d71ba7c803ebc216b78497,2024-02-12 13:31:07.589 -0800,20230208001039_,,,2024-02-12 13:31:07.581 -0800,1
b8466754-b42d-450d-b895-ce749f445183,6b06a56c5a9de1b4d9b535a435f64a16e6a51ae7d7b90ede9c228e5e6539e4aa,2024-02-12 13:31:07.405 -0800,20230126212543_,,,2024-02-12 13:31:07.387 -0800,1
dca15e64-2ade-4e22-bcc3-8636d1c8ab77,8427db0c8e04ab1bb1b0c0cec193701947ca0d9068f088e2d413df201bd4e143,2024-02-12 13:31:07.426 -0800,20230127050209_,,,2024-02-12 13:31:07.407 -0800,1
2f7ceca3-bb47-4502-8185-ca3b8555a2f8,f6227e0e479503415bca44226becd623ec5293a76196aab6f94a5184307fc39e,2024-02-12 13:31:07.756 -0800,20230308030921_,,,2024-02-12 13:31:07.738 -0800,1
3ed94abd-ce04-4d5e-bd4f-19e6dea83fba,b7c3dd7e2dd7e3c434ea33e1b251d83821ce1d545d3d57f4af25dba506606f97,2024-02-12 13:31:07.451 -0800,20230128023727_,,,2024-02-12 13:31:07.430 -0800,1
3e51b6d3-5b54-472d-9fb1-c2523c16b990,e30d304d75669c96188bb29a3543e8f700673f64aaf9db6284d02eb22f751104,2024-02-12 13:31:07.605 -0800,20230208024829_,,,2024-02-12 13:31:07.592 -0800,1
a089c0b5-caf3-41b2-9360-f9f31e5b8114,d863b30eb4945392cd5fa3aa3a6bed0a030b584fc5b54e478afb411f170aa40a,2024-02-12 13:31:07.470 -0800,20230128023823_,,,2024-02-12 13:31:07.454 -0800,1
ed844374-5dfd-4763-8ccf-628948e18e18,b2cf0d7ef19b80bd123cec3d7f7d41060f68c46cada753054b4c4f67e31e7a1b,2024-02-12 13:31:07.486 -0800,20230128033225_,,,2024-02-12 13:31:07.476 -0800,1
8bdae1eb-dd1d-4fdb-8ec0-41ac47f1df5c,11d14cb305cc3a11c5bce93b29c6ef646c4da8c83039dbb2ed903ad186f8356d,2024-02-12 13:31:07.499 -0800,20230201013652_,,,2024-02-12 13:31:07.489 -0800,1
b7f3e906-a23e-4bec-84d6-1806741ddaf2,68718254fdc51f0dfcef99ad493f4ceee58705eabe0acb4401a888b2ae93f4ad,2024-02-12 13:31:07.616 -0800,20230208024830_,,,2024-02-12 13:31:07.609 -0800,1
bb5af9cf-c31a-4d70-a43b-a2241c7d3b84,2f4bcd40e80a9486cc42c2b3ebaf03e991d795bce8f6c2c1e37b726317d46aae,2024-02-12 13:31:07.523 -0800,20230202024718_,,,2024-02-12 13:31:07.502 -0800,1
b0e6f4f1-8b6b-4ca3-92aa-a6ae57e8d6b7,48240548b741e81a7c25d92a56b93ab4e627f0e548809f68f05f90821269d0b8,2024-02-12 13:31:07.820 -0800,20230315002534_,,,2024-02-12 13:31:07.812 -0800,1
31de0786-6080-417a-979d-861df7e3535c,ab62fa81ca3a14cf5e89388248dc37e2dcb40cc4ba0876ea52d3b94a8c9672c0,2024-02-12 13:31:07.627 -0800,20230226185922_,,,2024-02-12 13:31:07.618 -0800,1
892dbf2c-5066-4648-a810-826a4519d6ea,1c30d7310ac777059542740a991db12b08151e27744c95c845ef45af3db713fc,2024-02-12 13:31:07.765 -0800,20230308033824_,,,2024-02-12 13:31:07.759 -0800,1
8f79be2b-8926-4227-896a-3f5d025b3836,aa46902a5bb666e5253e638e0d35735271b9613fe94bdbdfdaf331754b15e234,2024-02-12 13:31:07.639 -0800,20230226213700_,,,2024-02-12 13:31:07.630 -0800,1
fc950ece-1032-4072-8283-fc23de56f854,cc529f2d2d7ee33da64e0a03f9684255ceb6bdd006f6ffbe9ef99e5b09ce5892,2024-02-12 13:31:07.681 -0800,20230228024220_,,,2024-02-12 13:31:07.644 -0800,1
c84de9a3-30c5-46d2-b618-6611d1394b27,ef2ca585e8e151abfbd57040cde8c118d2430e9dc154baf1dd8b928d190511b3,2024-02-12 13:31:07.713 -0800,20230303053123_,,,2024-02-12 13:31:07.684 -0800,1
0d4d0a20-cfc2-4877-857d-8d93ae33bbfc,b1da9f553101f0ca73190589c9790a976985dc6b072fa9f9613267ebd6cc37c2,2024-02-12 13:31:07.774 -0800,20230309200919_,,,2024-02-12 13:31:07.768 -0800,1
8f9513e5-cb03-450f-9362-831877d88226,86e6f25e839783c47d055a0dc4e757e8c443789c976fe69ea35f4587a1b7d624,2024-02-12 13:31:07.830 -0800,20230316175155_,,,2024-02-12 13:31:07.822 -0800,1
07c85e77-4dea-49c6-b581-93e44317ae84,10fa178b21911332654fbbe377a1342358e68627bc15ab798152ac2c37eaf0fe,2024-02-12 13:31:07.783 -0800,20230309213329_,,,2024-02-12 13:31:07.777 -0800,1
cad6f658-d599-4329-9e10-e7b7dc86d3e4,0cac7f6b62fea503b2b8ac1d18e2ccb07ec2730fdf54cf5334ec0f4f2707ebc6,2024-02-12 13:31:07.792 -0800,20230309225456_,,,2024-02-12 13:31:07.785 -0800,1
ac0e2a06-d9dd-432b-a81b-3255d7699d4c,b70f6b33c2d50a869e90d33e621bf6a6f90b166bc48b8614e7c708dba89c6075,2024-02-12 14:57:07.953 -0800,20240212225707_sprint1_deploy,,,2024-02-12 14:57:07.911 -0800,1
