id,checksum,finished_at,migration_name,logs,rolled_back_at,started_at,applied_steps_count
fc1afb15-db04-4488-a303-4abc87a73723,a6023ea4e6a7f084df5464071ff2c587654a4e6b186cdb55cf35cfe87683d985,2024-02-12 13:31:07.809 -0800,20230312025625_,,,2024-02-12 13:31:07.794 -0800,1
5d602722-7621-4a05-be13-ddfb5835044f,5a9227714a8e2d5bbed7a226fafc889bf082c5f4b162ea185d46d177d094f249,2024-02-12 13:31:07.842 -0800,20230316181503_,,,2024-02-12 13:31:07.832 -0800,1
cfa4395c-9875-4cf2-834d-592ddf15491d,142236dedaa1b553cb2946229148589a63357eadb7fa95d2735c5b089c7dc502,2023-04-04 16:54:03.344 -0700,20210608191508_,,,2023-04-04 16:54:03.333 -0700,1
4bcf7d9a-4c91-46dc-9e3e-056a824d5259,02768d7798521e6213e6c0299c4fc7270ede0d69c602a8b82744c54627f7df7f,2024-02-12 13:31:07.852 -0800,20230316184141_,,,2024-02-12 13:31:07.844 -0800,1
4a8a380a-d3dc-4f72-8f26-315bb164a749,d6ad11e2dfef5a81815276bf97d5ab371258ddcb8c278a03aff4733fae007079,2023-04-04 16:54:03.090 -0700,20210403074747_initial,,,2023-04-04 16:54:02.858 -0700,1
1cfc1e0d-7265-4c43-8c7f-5b5f6f9aced4,ed6e8b301e646ae302e16ef9aa58c9fa34b74c2284e224a320eabcae10b4bbc2,2023-04-04 16:54:03.995 -0700,20220506053308_proposal_location,,,2023-04-04 16:54:03.986 -0700,1
cbcc5bd3-59b0-40fb-ad4c-58f3b8c5ad18,c37444f917a7d29321df8ba8b1dbc8c84f7dc100d112dca811c59d993fba34ca,2023-04-04 16:54:04.034 -0700,20220510042349_may9_923,,,2023-04-04 16:54:04.018 -0700,1
99c6afb8-16f7-4d97-bc89-3bfe7bf11a4b,9a7cfc10e3c8b9ceabfc67705f46e8d082a571228a7c7efcbefc1430e51f7205,2023-04-04 16:54:03.136 -0700,20210413185802_new_comment_likes,,,2023-04-04 16:54:03.096 -0700,1
88714f27-2e1d-4667-a399-55fc898d5dc4,578d0934bfdff6d039b1d1f2528075d6de6c381a22740669b8f048e216f3f60a,2023-04-04 16:54:03.511 -0700,20210719225708_idea_usertype,,,2023-04-04 16:54:03.496 -0700,1
eb4d01f1-ff57-4caf-a15e-36fe5c6ef310,dca0f3f3fe9720ee9dffdc8b3949627e3284c8fc7d2309ac3c10eb0bb4da5b25,2023-04-04 16:54:03.146 -0700,20210429174346_champion_relationship,,,2023-04-04 16:54:03.138 -0700,1
08fe7bc6-3beb-4db3-8364-746fc5e6bbc1,c3b628df9f37f867c985f6ad7c3d743ff521c1dbd033d7eb2295976e285377e0,2023-04-04 16:54:03.362 -0700,20210611180517_,,,2023-04-04 16:54:03.346 -0700,1
cc2f48e0-4d30-4bbe-aa08-7d26f0882217,74d4ae164cf0d78c57ccd063038233482578458e08a48b3fe2c5fe805ad52408,2023-04-04 16:54:03.169 -0700,20210510224507_advertisement_model_added,,,2023-04-04 16:54:03.149 -0700,1
f4212cea-050f-4f4c-9a38-469b21e3e55d,d97d1ca5c218cf54a6b7b92a12c63ea4f5e16581ea8e5dc1f502741de21f2051,2023-04-04 16:54:03.180 -0700,20210510225812_added_business_user_type,,,2023-04-04 16:54:03.171 -0700,1
2d6baca6-2a00-4073-8909-c261d9d4afd5,1329ccc67fb5ee191cf84319cdaf6a227a1643592ad623e0a4806763b4242f7d,2023-04-04 16:54:03.194 -0700,20210511001338_advertisement_refinement,,,2023-04-04 16:54:03.185 -0700,1
f85cca1d-8fa5-4644-9393-d2dc4560dbea,cca505effbd845265d9aeedb16b196c79fb9cbe69a30d6fb0dd28f47f08b6421,2023-04-04 16:54:03.384 -0700,20210619004444_super_segment_implementation,,,2023-04-04 16:54:03.364 -0700,1
0d0f3dd3-8eb4-4309-bc2c-3b0fdb937786,c76ed26e99b0716cc7e7f5a2bcfa3816194a6172f4255660f96569c046637892,2023-04-04 16:54:03.216 -0700,20210512160453_updated_geo,,,2023-04-04 16:54:03.201 -0700,1
5daff265-5a1b-4892-88b5-ce2c126b26e3,dda50830c01d211e9d476c3f38cca7a799eee9b39c1184464cdd3ad28d774726,2023-04-04 16:54:05.407 -0700,20230308020349_,,,2023-04-04 16:54:05.391 -0700,1
cbda4ae0-dca8-49be-929f-ac893ab706ae,295bc99ac6d8782319b85b5b82dce1bb0e216ac5acce4c75d26c0875aab4c324,2023-04-04 16:54:03.229 -0700,20210512204510_default_to_admin_account_type,,,2023-04-04 16:54:03.219 -0700,1
bcb42de0-1845-4d76-aa47-dff7090725f7,3c12978fd968f124ea83180823a7f5a33d4d8c3d54a7e58178a99272b240bb83,2023-04-04 16:54:03.572 -0700,20210727202035_super_segment_relationship_added_to_idea,,,2023-04-04 16:54:03.565 -0700,1
b8fc20bb-02e0-4e6d-8a9f-d91982f70a57,88f2c8ed527a462881b68e129a37e834d74df399f499a995d59b6a4ef35e034a,2023-04-04 16:54:03.238 -0700,20210518045019_,,,2023-04-04 16:54:03.231 -0700,1
f3df9f90-ce0b-41f3-9a9d-f9b370e5485b,e9acdb7a8fb19573b751ce89ba528d8cd511708de34914973195c9979d184428,2023-04-04 16:54:03.395 -0700,20210619055211_,,,2023-04-04 16:54:03.386 -0700,1
7dfe10d7-9b8e-48f1-ac40-8a8c19dd2eb2,ad131543544f80c01e7420c658f2a80e33901ede5fee1ce01224d266f7c4e661,2023-04-04 16:54:03.246 -0700,20210519183412_,,,2023-04-04 16:54:03.240 -0700,1
1151ede0-6d45-4d70-a32a-6ca140a3f67c,10748d19b1617cb70a516c64f34c7c0a4eaa45cfd9418af0e78be7c936f92de9,2023-04-04 16:54:03.272 -0700,20210521180618_image_path_avatar,,,2023-04-04 16:54:03.254 -0700,1
34dc8e37-288f-4549-bd08-fde0ab2f8f0b,1ebb9ac613cd875131c1cc4cb41f59f5db1e89f90ba5d84e32e6641587029389,2023-04-04 16:54:03.523 -0700,20210720211937_idea_comment_update,,,2023-04-04 16:54:03.515 -0700,1
ee4f1868-3b00-48cc-9f6d-418f4fe8d3f4,309614c4849d128bb15a55b1e074341308c5059c7e7889acef6bc77c9051cfe9,2023-04-04 16:54:03.311 -0700,20210526052334_,,,2023-04-04 16:54:03.278 -0700,1
2c88c457-8fd3-48d7-b976-217584b18eb7,f583b0debf9cf1b5c59fcbf2fdf00ef257f59bb899e0ce1268c4019ffc3173bc,2023-04-04 16:54:03.408 -0700,20210624214938_,,,2023-04-04 16:54:03.398 -0700,1
fcb0ccc0-a915-4bfc-9f54-ca05024459c8,d2bf850d7aa02a5684b00b3068567af363a42f1c7958263fc224e401c7a64277,2023-04-04 16:54:03.331 -0700,20210608175017_user_segements,,,2023-04-04 16:54:03.313 -0700,1
50e90595-e836-4fc3-98c1-ad844ad49d03,28376dff621b3b193b87ac588052c7a366c9e2b0622f387e101d663d4298d21d,2023-04-04 16:54:03.424 -0700,20210626000438_idea_table_update,,,2023-04-04 16:54:03.413 -0700,1
4d001bfb-8c95-488f-872f-936383825ca1,142236dedaa1b553cb2946229148589a63357eadb7fa95d2735c5b089c7dc502,2023-04-04 16:54:03.536 -0700,20210720213329_one_to_one_relationship_between_user_and_user_segment_table,,,2023-04-04 16:54:03.525 -0700,1
3d345c77-e0e6-46a2-b1ee-c02441442701,aa74a8bb78825b45e806d551a8983c4ce95cf9cebde54fa53565a0fb05f80c82,2023-04-04 16:54:03.434 -0700,20210629185218_user_model_updagte,,,2023-04-04 16:54:03.426 -0700,1
272ec34a-7d0b-492e-b8ea-b3119c8092df,a50a5a8bb2efe856b8f87e54fd1b9a220d445c386771b86f1498a248465886df,2023-04-04 16:54:03.468 -0700,20210707203655_user_types,,,2023-04-04 16:54:03.437 -0700,1
d2aa4957-0b73-492e-ace3-e6fff5bbb678,ef158080ac09c277eca2570aed040c7d8f8a8b3b8d94d1b98eb4e55851be8ca6,2023-04-04 16:54:03.700 -0700,20220130012243_prismav123,,,2023-04-04 16:54:03.676 -0700,1
7d7f1bd9-042a-411f-bf9c-b3ab99bf559f,c59323ef82a077dafc4e10e8a7c3f3f9fbe39118f370c71b12e36c8a8dfd4813,2023-04-04 16:54:03.491 -0700,20210713061300_sub_segment_optional,,,2023-04-04 16:54:03.471 -0700,1
bbefeae1-97ce-4a40-a4d4-1ec238b78968,880bf342b0b84e9f621e89c29fe8da554025dd4d57e5a1506dc480b7c76dfa12,2023-04-04 16:54:03.589 -0700,20210729200323_super_segment_fields_added_to_user_segment,,,2023-04-04 16:54:03.575 -0700,1
790bd2ba-43ff-4189-8e57-6e759d72304c,5bc38b709128f5e84bee53b1f6c8799ef1ab18f3ef2d38d936b8fbe91cc35496,2023-04-04 16:54:03.554 -0700,20210726182749_basic_advertisement_update,,,2023-04-04 16:54:03.539 -0700,1
18ed992e-83b6-4b52-a072-eb3113efe792,e7d5b5266375b9a4f416ce3e5ccada0e87593b4c7b50abae61eace6d6c8f5ecf,2023-04-04 16:54:03.563 -0700,20210727060640_idea_image_path,,,2023-04-04 16:54:03.557 -0700,1
762fe38f-d85c-417f-abcf-99a03b21e3d5,f232b659947830716a409d9a32da0cfea5ca7ececc97866c2f50f8dc162e576d,2023-04-04 16:54:03.654 -0700,20220128234313_jan28v2,,,2023-04-04 16:54:03.647 -0700,1
1655afbc-9a5e-45c1-ae77-231d21fa96cd,8096614a100d0a3a6ea5c2c2814c8bce50b7cb3c822414f4443605688bf8a22c,2023-04-04 16:54:03.605 -0700,20210730033718_subsegment_and_supersegment_id_in_idea_comment,,,2023-04-04 16:54:03.593 -0700,1
83e7b08a-451a-4f44-873d-839cd466fca6,2916c27bfee5159f44c633c2f825c25b4fed82a6965ae8a617c4e8409976c6be,2023-04-04 16:54:03.644 -0700,20220128233308_jan28v1,,,2023-04-04 16:54:03.611 -0700,1
391ff64a-aaa4-436a-9049-2197040d15ed,2ce647fe133282242ce254fd0363f19f4b4646d47689feec00a432cc435f5f10,2023-04-04 16:54:03.674 -0700,20220130003315_fixv3,,,2023-04-04 16:54:03.657 -0700,1
ded09c56-d195-462a-9d0a-79ef5c6d0311,f18f3a43be166084b0f170ead64e70d67e06de29daa5e583eb2e6bf50530d10c,2023-04-04 16:54:03.742 -0700,20220228023948_dec_radius,,,2023-04-04 16:54:03.715 -0700,1
2d24a217-dd0b-4424-87e3-e165ee7e8ade,b43f49c09b0d89da0e1ba4198a5a9ceef1104c24845f51eaa3fbe362fa3e61be,2023-04-04 16:54:03.712 -0700,20220228023620_seg_radius,,,2023-04-04 16:54:03.702 -0700,1
c17b919b-5e87-4ea2-9c83-1ec7103b1ffb,df35db733d891ad918d0dbabae1177d29a15c02e856486f1a7bcb4ce1b21633a,2023-04-04 16:54:03.769 -0700,20220304234430_reset_prisma,,,2023-04-04 16:54:03.747 -0700,1
9f688771-06d6-46a2-b9ef-6c1f9220188a,88a27b38c637da2991f25e17e29327dd652f51b14d39d8dace7f3bc0bcbddb1b,2023-04-04 16:54:03.888 -0700,20220308092120_week7,,,2023-04-04 16:54:03.771 -0700,1
b1bd3854-9506-46d6-b901-e97f7de2ec2c,4453751e4c78787f513c125da2583a2411a18aaaee7a4283b93a922833f8d576,2023-04-04 16:54:03.901 -0700,20220315054519_undo_mistakes,,,2023-04-04 16:54:03.891 -0700,1
c8b0a11f-0f2d-4833-886a-7b264c1a0e43,b1f1bed22686a40ea654b361dda5b600d25f5a5bef28299d136fb1cfb808edc5,2023-04-04 16:54:03.981 -0700,20220322131633_proposal_page,,,2023-04-04 16:54:03.904 -0700,1
07872bbf-cf69-4d29-af96-54bb2cf98ee8,3c496c2531fcdc61d41008e6cdd993c20ed7cffd3a0b59e7c6cd757faf9004f8,2023-04-04 16:54:04.501 -0700,20220915181449_test_database,,,2023-04-04 16:54:04.490 -0700,1
41612cfe-ec45-455f-bbf1-71d4e35fdb64,1ccc50d941d2f487954ef07a52528dc0c00132ad6583a88d9a83b18e25f09782,2023-04-04 16:54:04.015 -0700,20220510030646_unique_author,,,2023-04-04 16:54:03.998 -0700,1
2c6d6e21-fa4d-47fd-801b-8b0cbf8117ba,9abfc2ae0cfa2d62a2507d6e0d34e044f5344f3deafdf8fdc92ef8c5fb8a0297,2023-04-04 16:54:04.326 -0700,20220707174424_banned_idea,,,2023-04-04 16:54:04.320 -0700,1
453570d3-da74-4191-b695-d9771bebf025,2667274ce25012a1119ae81fa67ea1747d4bed10fa48efc73d6f651ae4c598ea,2023-04-04 16:54:04.047 -0700,20220510044434_may9_944,,,2023-04-04 16:54:04.037 -0700,1
e4c31888-2ca8-4be0-b060-e6c2fc843671,d4e27af696f96d22f4db5d8ed8430e516af95e162049244ee536a6f3cd48b788,2023-04-04 16:54:04.057 -0700,20220510050140_may9_1001,,,2023-04-04 16:54:04.049 -0700,1
03453c58-69a0-482e-b44b-543c80d518b2,a1c5768268e488ccb631ec6d23d13ebf839a9cb4815d27119d017f54ef3d14f2,2023-04-04 16:54:04.341 -0700,20220712230100_moderator_review_booleans,,,2023-04-04 16:54:04.331 -0700,1
ac672c96-de96-4c21-bf02-3076a60ff290,d2fda10263e339b1c96d5c194df14b662c6e8fe059bb9c11989b2e6c694cf8ef,2023-04-04 16:54:04.089 -0700,20220510074731_may10_1247,,,2023-04-04 16:54:04.060 -0700,1
772312c7-dd4c-438c-949c-e84b0e5fa76f,017fd3cddbc6617544a5d3cedaa4cbab0fe2af37c600b309a2e566de03a552ef,2023-04-04 16:54:04.100 -0700,20220512172406_added_community_user_type,,,2023-04-04 16:54:04.091 -0700,1
c897946b-9691-4b45-be60-2954386da6a5,f87cff32a7d265cbbccf8c331505a19c1984fc13d05d697b51515e057d99314a,2023-04-04 16:54:04.607 -0700,20221029190846_modified_ban_table_id,,,2023-04-04 16:54:04.566 -0700,1
589c5101-7ee9-4278-9692-29b6f5cbddc2,c714c735823becf2de16ae07ee3a408a213480eacb293a2a26e016200e5f64a7,2023-04-04 16:54:04.114 -0700,20220513022936_may12_729,,,2023-04-04 16:54:04.107 -0700,1
99b2ea54-b142-4b03-8dfe-264589e6f1be,2ed235f9f3d3385d1ebf744f1525d726fd5ef4be54ed0ee9df7a7250410122f5,2023-04-04 16:54:04.368 -0700,20220717210722_idea_flags,,,2023-04-04 16:54:04.343 -0700,1
e7ef9543-2beb-4eb5-858b-202593161e7b,2e55781c8e4756a74114b5b0414ebd0eb00b3ef4f9c7b38df89ed56fda28c3d7,2023-04-04 16:54:04.125 -0700,20220516195743_added_in_progress_usertype,,,2023-04-04 16:54:04.117 -0700,1
c4032b3c-a93d-420a-8e1c-868c110b6175,ee1973ff0e061a4758129c37a9df910710a5bed8e750ede8e1a9f1de2105d5ea,2023-04-04 16:54:04.153 -0700,20220517024422_user_stripe,,,2023-04-04 16:54:04.128 -0700,1
8a022a97-3b0b-4753-abcc-61e9fea70e03,cb7d7f34d4dc8174aa37f17f7d1bd29caecafb0730ca6fb5d4fb49983ad2b10c,2023-04-04 16:54:04.518 -0700,20221013003321_added_notification_dismiss,,,2023-04-04 16:54:04.504 -0700,1
491d2c94-cb81-431f-92a6-80ba48f74f6e,e61bcf7426e5ba19dcea39ddd909d4fe4f3593f471159a3bf150c7b9265cf751,2023-04-04 16:54:04.189 -0700,20220517164230_added_user_reach_model,,,2023-04-04 16:54:04.157 -0700,1
56b56247-3f54-40bf-8b09-644fa6daf4ec,50936d659c97ea8ae724f6a64b438da3e1c86046d46418e7a92953bc1b49be82,2023-04-04 16:54:04.383 -0700,20220717211230_idea_flag_v2,,,2023-04-04 16:54:04.371 -0700,1
31f71760-57dd-4b8c-a883-38ba0465a48c,d994d4ede3f4ddc27312b6940696df3cbd21ed20f1e055d1b3bd2d2f61871ee7,2023-04-04 16:54:04.221 -0700,20220522041236_,,,2023-04-04 16:54:04.191 -0700,1
6cb4c279-ac19-43a8-b290-7453acd8e1c3,dd3e3e84116d41888a998b047002efd2b1a50604f746e652d87b724584ebb040,2023-04-04 16:54:04.251 -0700,20220524022732_stripe_status_update,,,2023-04-04 16:54:04.224 -0700,1
89d8ab18-f2c9-4c6e-9211-58f49dd2306c,ecfe997d788c877674c9e4f7ae1bdb26758769ba00d8833e936b12c5cde88789,2023-04-04 16:54:04.316 -0700,20220612204948_dev_team_db_merge,,,2023-04-04 16:54:04.254 -0700,1
7790d44a-60f1-40de-a397-d315b3e884c0,7a905ab4f2c917bcfe245067b02a0dabd3a9478c822dd85b54819ae65103330d,2023-04-04 16:54:04.409 -0700,20220717211453_idea_flag_v3,,,2023-04-04 16:54:04.387 -0700,1
28b052fa-028a-4966-bd08-7dfc293da3ff,af530476c43e9e94b3c573ddefd41c612f65e0c381703349deb2c60c59845e3a,2023-04-04 16:54:04.419 -0700,20220717220922_idea_flag_v4,,,2023-04-04 16:54:04.412 -0700,1
1dc305a9-b4b0-4485-9b8b-d2a775aa8324,a5e1f3fe47324fb3896288ff54d3141946501dda1e2210b9ab023f31ba9dec7d,2023-04-04 16:54:04.534 -0700,20221029184334_modified_ban_table,,,2023-04-04 16:54:04.522 -0700,1
a1e6d63d-42fa-4dc5-9980-ac1e86239922,730aa6c554e8c8a6b0a2d912590b6d151222d394eadd0d5277e9ac4d8704792a,2023-04-04 16:54:04.443 -0700,20220721215553_comment_flags,,,2023-04-04 16:54:04.420 -0700,1
0a64099e-4474-49b1-a876-a29975816e14,961eb14bb11e67e311d8808ac06f4e9bacdacf2ac732ce32ac8a1e320a362277,2023-04-04 16:54:04.488 -0700,20220724222500_threshold,,,2023-04-04 16:54:04.450 -0700,1
6d29f6b2-3937-4e80-9553-8eb83c9e961d,2e0e65ef5f7c2c97190a2338ede909f24852e8add371dd42affdd7b143b843cf,2023-04-04 16:54:04.796 -0700,20221107212632_idea_table_prosal_new_attributes,,,2023-04-04 16:54:04.792 -0700,1
c5fd2a43-af0a-4ec2-aef8-e818744aff96,694bceba97112421b692943fe27ffc978b3bd1976083357a54bc1b53156aba76,2023-04-04 16:54:04.652 -0700,20221031233600_,,,2023-04-04 16:54:04.625 -0700,1
b772294b-fa70-44a1-bba1-70bf188f8a29,78130180db7e0daee845a7cd66da6404021b4f3a6994bacf82a010bf9c2457c5,2023-04-04 16:54:04.550 -0700,20221029185742_modified_ban_table_user_id,,,2023-04-04 16:54:04.536 -0700,1
d29077ca-f495-4946-b3b9-1483ecf0da9e,28622103b527f550cd3f4f86fa307ebbe7185f2d90359dc40f918e72684ab6d0,2023-04-04 16:54:04.563 -0700,20221029185923_modified_ban_table_user_id_optional,,,2023-04-04 16:54:04.554 -0700,1
5d5e7bfd-aac2-4ee3-86b1-bca2f479117d,42e282149c03d561467cdf87382b013b0f3c278f8b167be768094c324314fd32,2023-04-04 16:54:04.753 -0700,20221103185518_breakdown_proposal_description,,,2023-04-04 16:54:04.740 -0700,1
1832717c-8479-4c70-a614-ffa291f55611,79eee1c27964a5eccc24ce6dc9da27997eece88b494a53a88a270fb9f77d699d,2023-04-04 16:54:04.692 -0700,20221101052313_comment_table_quarantined_at_attribute,,,2023-04-04 16:54:04.664 -0700,1
543c8412-4113-4d81-b2fa-db2854a910b8,e02faaf25ce3544a05a1f636f52d04e444b38e6edf47b792d859352a6bd3cfe3,2023-04-04 16:54:04.790 -0700,20221105163751_merge_filter_quarantine_post_feature,,,2023-04-04 16:54:04.780 -0700,1
25416541-4dea-4e94-99a9-b6ba7ab65d7e,39e3889c95ae77c250cbbf80c9eabdc948135f15a4fdb106b27edb948255a7be,2023-04-04 16:54:04.737 -0700,20221103170334_new_banned_table,,,2023-04-04 16:54:04.695 -0700,1
c1c3233f-3273-4748-a2b2-1f2ccda50cea,ef45bfe2c60b720ff933af5a5ead41554b915da9ac2ba9a61e02957dc9b4d6e2,2023-04-04 16:54:04.778 -0700,20221103195138_modify_idea_table_proposal_breakdown,,,2023-04-04 16:54:04.764 -0700,1
d75f7494-db83-4045-81ce-d227461ec5d0,378ca2e5e4708a517942bb58bffef2eed8cac2e79038fc62276b2b0dfdb89b5f,2023-04-04 16:54:04.815 -0700,20221110050341_idea_table_requirements_attribute,,,2023-04-04 16:54:04.799 -0700,1
bd54874e-a9a1-4ec1-93e1-4270fcb551f1,7ec578b891bb0ed9a06b6f6bb9418cc5d82b6d72b93bf07306a7f1a25b054e6f,2023-04-04 16:54:04.859 -0700,20221110054341_requirement_idea_table,,,2023-04-04 16:54:04.817 -0700,1
47afc53c-1b67-43fc-b32e-305a35ae7d75,fca46b15d22c32a993e1a50ae0a660c30d170fe748401800a13c2e8270980fe4,2023-04-04 16:54:04.875 -0700,20221114004941_migration_merge_break_down_feature_branch,,,2023-04-04 16:54:04.868 -0700,1
7740bd77-30d5-4ef9-aab9-1406083cfd1b,2f5d4f0ed610c50a3ffd560a43daacdf4417377de92dcafcab9490d280f554cc,2023-04-04 16:54:04.890 -0700,20221114013314_idea_table_break_down_proposal_description,,,2023-04-04 16:54:04.881 -0700,1
8464ffff-8bc6-4ac2-94fc-5a57af8fb30f,3ac7b1713ef28062bb430beac051b4d11b7b45ea1395522a8d3a9aa868ae136a,2023-04-04 16:54:04.897 -0700,20221117055623_comment_table,,,2023-04-04 16:54:04.892 -0700,1
965e7793-100d-4dfe-b318-8c263ff3f012,39d3a288a05766d6b7d27da6556ef4fd5ab3dca230d1aecb85bc99424640a654,2023-04-04 16:54:05.251 -0700,20230202224328_,,,2023-04-04 16:54:05.192 -0700,1
0ed47205-a9f2-455b-82c8-54eae80d4c88,b59fbc56b1a99d11cc5c23605f36f55ede8e64014ddb26178731dd817245beaf,2023-04-04 16:54:04.937 -0700,20221117142631_post_comment_bans,,,2023-04-04 16:54:04.899 -0700,1
ff22fa75-930e-43ce-921f-f3d7104117f0,bb3ead8f4150276e7de87d5f931794f8cf04626ec113996865d846519fee1697,2023-04-04 16:54:04.952 -0700,20221117154333_add_author_id,,,2023-04-04 16:54:04.940 -0700,1
e3e4cd09-a1de-45a1-9325-6f20eec50966,c9662c9b214fd9b51c868ef137cc6f95309a70909cf79c0363f0a8d6c70c37bf,2023-04-04 16:54:04.966 -0700,20221119044302_,,,2023-04-04 16:54:04.955 -0700,1
f9a60d69-dcc5-4dea-a9ea-924c839eb4f3,166cc39b656362d144e6f7c58913583839952a1169d01c6ab395921a47beda2b,2023-04-04 16:54:05.276 -0700,20230207011543_,,,2023-04-04 16:54:05.263 -0700,1
a0cec821-ba92-45e6-8ccf-046554159358,f62a899fa16c260f1f1127013a3500fe00eff5bf40a711632cfeb686611631ff,2023-04-04 16:54:04.979 -0700,20221119193502_ban_reason_for_comments_posts,,,2023-04-04 16:54:04.970 -0700,1
06a7f9e4-b255-4ef5-83fb-dde534312270,38d3455eab58eda7b430e2fa0afc62e155f400a4c85eaef212b8e49fb63f6b09,2023-04-04 16:54:05.024 -0700,20230125015101_,,,2023-04-04 16:54:04.982 -0700,1
b3be8039-a6a4-4031-bcbc-036f4b1d5dcd,1c02020929043a3fed91f6ff6791569d03e79e91bd71df98b448e82f0ef89dea,2023-04-04 16:54:05.042 -0700,20230125035523_,,,2023-04-04 16:54:05.030 -0700,1
22ec9377-d711-4187-a1ba-752943b18b5a,97d61b75f386b636ccc43e783a6bab07f273b76717d71ba7c803ebc216b78497,2023-04-04 16:54:05.286 -0700,20230208001039_,,,2023-04-04 16:54:05.279 -0700,1
bc350fba-ceac-4364-9ec3-0031f7579d11,6b06a56c5a9de1b4d9b535a435f64a16e6a51ae7d7b90ede9c228e5e6539e4aa,2023-04-04 16:54:05.059 -0700,20230126212543_,,,2023-04-04 16:54:05.049 -0700,1
6e1379eb-8ce8-411c-9b71-b408078f1749,8427db0c8e04ab1bb1b0c0cec193701947ca0d9068f088e2d413df201bd4e143,2023-04-04 16:54:05.077 -0700,20230127050209_,,,2023-04-04 16:54:05.061 -0700,1
7a4775df-c8c0-4c28-980f-1dcad3c242d5,f6227e0e479503415bca44226becd623ec5293a76196aab6f94a5184307fc39e,2023-04-04 16:54:05.429 -0700,20230308030921_,,,2023-04-04 16:54:05.409 -0700,1
b4305470-4022-4dad-95ec-9610bd3927ee,b7c3dd7e2dd7e3c434ea33e1b251d83821ce1d545d3d57f4af25dba506606f97,2023-04-04 16:54:05.103 -0700,20230128023727_,,,2023-04-04 16:54:05.080 -0700,1
46817f25-c5bc-4632-920d-557a74096088,e30d304d75669c96188bb29a3543e8f700673f64aaf9db6284d02eb22f751104,2023-04-04 16:54:05.293 -0700,20230208024829_,,,2023-04-04 16:54:05.287 -0700,1
35a57b04-0fd2-4b41-8831-fcbf1af9fc57,d863b30eb4945392cd5fa3aa3a6bed0a030b584fc5b54e478afb411f170aa40a,2023-04-04 16:54:05.136 -0700,20230128023823_,,,2023-04-04 16:54:05.105 -0700,1
10b3f035-1348-4276-838d-374a3bcf4c93,b2cf0d7ef19b80bd123cec3d7f7d41060f68c46cada753054b4c4f67e31e7a1b,2023-04-04 16:54:05.145 -0700,20230128033225_,,,2023-04-04 16:54:05.138 -0700,1
21d8ae79-2365-4b22-aeb2-6931cc648b67,11d14cb305cc3a11c5bce93b29c6ef646c4da8c83039dbb2ed903ad186f8356d,2023-04-04 16:54:05.159 -0700,20230201013652_,,,2023-04-04 16:54:05.146 -0700,1
8ff2e3b4-ccc5-43d8-b198-f0ec49d99cd6,68718254fdc51f0dfcef99ad493f4ceee58705eabe0acb4401a888b2ae93f4ad,2023-04-04 16:54:05.301 -0700,20230208024830_,,,2023-04-04 16:54:05.295 -0700,1
adfc26a2-a999-4f8e-85ed-5757a962e613,2f4bcd40e80a9486cc42c2b3ebaf03e991d795bce8f6c2c1e37b726317d46aae,2023-04-04 16:54:05.189 -0700,20230202024718_,,,2023-04-04 16:54:05.163 -0700,1
9d82f794-35ca-40fc-a58d-f7736c28445e,48240548b741e81a7c25d92a56b93ab4e627f0e548809f68f05f90821269d0b8,2023-04-04 16:54:05.556 -0700,20230315002534_,,,2023-04-04 16:54:05.547 -0700,1
305765bf-c530-402f-a714-402267dae3a2,ab62fa81ca3a14cf5e89388248dc37e2dcb40cc4ba0876ea52d3b94a8c9672c0,2023-04-04 16:54:05.310 -0700,20230226185922_,,,2023-04-04 16:54:05.303 -0700,1
5fc724d4-2151-4303-a710-a43a88bde5dc,1c30d7310ac777059542740a991db12b08151e27744c95c845ef45af3db713fc,2023-04-04 16:54:05.450 -0700,20230308033824_,,,2023-04-04 16:54:05.433 -0700,1
42f74bae-2060-4e24-a0bf-7af3f1960f9a,aa46902a5bb666e5253e638e0d35735271b9613fe94bdbdfdaf331754b15e234,2023-04-04 16:54:05.322 -0700,20230226213700_,,,2023-04-04 16:54:05.313 -0700,1
51961ab9-ebd6-43ee-b1dc-1f17a31cdcf3,cc529f2d2d7ee33da64e0a03f9684255ceb6bdd006f6ffbe9ef99e5b09ce5892,2023-04-04 16:54:05.356 -0700,20230228024220_,,,2023-04-04 16:54:05.324 -0700,1
c29652c5-6542-49e9-be35-20b6d5a2caf4,ef2ca585e8e151abfbd57040cde8c118d2430e9dc154baf1dd8b928d190511b3,2023-04-04 16:54:05.389 -0700,20230303053123_,,,2023-04-04 16:54:05.358 -0700,1
2bd37502-7e95-4b3b-93bc-da7fe6b365c2,b1da9f553101f0ca73190589c9790a976985dc6b072fa9f9613267ebd6cc37c2,2023-04-04 16:54:05.465 -0700,20230309200919_,,,2023-04-04 16:54:05.454 -0700,1
dd93e6fa-6d82-4d7e-b584-fddbd97b747b,86e6f25e839783c47d055a0dc4e757e8c443789c976fe69ea35f4587a1b7d624,2023-04-04 16:54:05.573 -0700,20230316175155_,,,2023-04-04 16:54:05.558 -0700,1
68824c7d-10d6-4567-bdf4-169b6e64200c,10fa178b21911332654fbbe377a1342358e68627bc15ab798152ac2c37eaf0fe,2023-04-04 16:54:05.477 -0700,20230309213329_,,,2023-04-04 16:54:05.467 -0700,1
